Previous_GPA,Mid_Mark,Assignment_Mark,Attendance_Percentage,Study_Hours_Per_Week,Sleep_Hours_Per_Day,Stress_Level,Future_GPA
2.92,17.0,14.0,74.0,48.0,8,2.0,4.0
2.73,12.0,16.0,68.0,63.0,7,1.0,3.3
2.49,16.0,10.0,59.0,47.0,6,5.0,3.0
3.94,17.0,15.0,91.0,79.0,8,3.0,4.0
2.04,8.0,9.0,43.0,49.0,5,3.0,2.3
2.33,10.0,12.0,57.0,39.0,9,4.0,2.7
2.27,12.0,12.0,43.0,53.0,4,2.0,3.0
2.46,12.0,14.0,65.0,49.0,10,3.0,3.0
2.07,7.0,11.0,47.0,31.0,5,3.0,2.0
2.02,8.0,9.0,44.0,48.0,6,3.0,2.3
1.87,15.0,8.0,53.0,42.0,5,2.0,2.7
1.21,10.0,6.0,49.0,30.0,10,3.0,2.0
2.17,10.0,8.0,46.0,48.0,5,3.0,2.7
2.99,9.0,16.0,73.0,60.0,7,3.0,3.7
3.24,18.0,18.0,89.0,79.0,8,2.0,4.0
3.25,17.0,17.0,79.0,58.0,7,1.0,4.0
1.86,9.0,11.0,42.0,46.0,10,3.0,2.7
1.57,11.0,8.0,40.0,32.0,6,5.0,2.3
2.61,14.0,11.0,70.0,52.0,7,2.0,3.3
2.25,11.0,11.0,63.0,29.0,4,3.0,2.7
2.82,17.0,17.0,70.0,44.0,7,3.0,4.0
2.61,17.0,12.0,80.0,59.0,8,2.0,4.0
3.25,18.0,15.0,75.0,74.0,8,3.0,4.0
3.63,15.0,20.0,83.0,69.0,7,3.0,4.0
1.91,6.0,10.0,59.0,35.0,6,4.0,2.0
2.56,12.0,17.0,56.0,49.0,8,2.0,3.3
3.15,14.0,16.0,72.0,69.0,8,1.0,4.0
3.1,14.0,15.0,71.0,61.0,9,1.0,4.0
2.35,9.0,6.0,50.0,42.0,5,2.0,2.7
2.54,13.0,14.0,73.0,52.0,7,3.0,4.0
2.29,10.0,11.0,59.0,43.0,6,3.0,2.3
3.18,18.0,16.0,82.0,64.0,8,3.0,4.0
2.56,13.0,13.0,74.0,63.0,8,3.0,3.7
1.2,7.0,6.0,40.0,46.0,6,4.0,2.0
2.06,9.0,11.0,58.0,25.0,4,3.0,2.3
2.01,9.0,10.0,49.0,35.0,6,1.0,2.3
3.08,14.0,19.0,88.0,71.0,8,1.0,4.0
1.8,11.0,10.0,49.0,36.0,6,3.0,2.7
2.19,14.0,11.0,58.0,49.0,6,3.0,3.0
2.46,11.0,9.0,52.0,46.0,6,3.0,2.7
2.32,14.0,11.0,47.0,49.0,6,4.0,3.0
2.89,14.0,16.0,70.0,59.0,7,4.0,4.0
2.3,10.0,14.0,57.0,38.0,7,2.0,3.3
2.5,14.0,17.0,71.0,42.0,8,2.0,4.0
3.2,18.0,17.0,87.0,80.0,8,2.0,4.0
2.71,14.0,16.0,72.0,31.0,7,3.0,3.3
2.77,13.0,16.0,65.0,64.0,8,1.0,4.0
3.41,18.0,13.0,79.0,53.0,7,1.0,4.0
2.78,11.0,11.0,58.0,50.0,9,4.0,3.3
3.51,20.0,14.0,89.0,66.0,8,3.0,4.0
2.05,8.0,12.0,50.0,35.0,10,3.0,2.3
2.72,14.0,13.0,82.0,55.0,8,4.0,4.0
1.95,10.0,8.0,44.0,42.0,5,3.0,2.0
2.74,12.0,13.0,56.0,34.0,7,3.0,2.7
3.59,20.0,19.0,88.0,66.0,8,1.0,4.0
3.1,14.0,12.0,72.0,56.0,8,3.0,3.3
3.99,20.0,14.0,91.0,74.0,7,1.0,4.0
2.54,10.0,15.0,64.0,58.0,7,2.0,3.7
2.13,9.0,12.0,62.0,57.0,6,4.0,3.0
1.32,6.0,5.0,40.0,23.0,10,3.0,1.0
2.23,6.0,10.0,52.0,30.0,6,3.0,2.0
2.4,10.0,12.0,57.0,62.0,5,2.0,3.0
2.03,9.0,11.0,44.0,48.0,5,5.0,2.3
1.99,9.0,11.0,50.0,40.0,10,4.0,2.7
2.89,16.0,19.0,67.0,62.0,7,2.0,4.0
3.47,17.0,20.0,93.0,66.0,9,3.0,4.0
2.85,10.0,12.0,66.0,52.0,7,3.0,3.3
2.33,12.0,14.0,58.0,27.0,5,3.0,3.0
3.01,14.0,10.0,69.0,43.0,8,3.0,3.3
2.73,16.0,12.0,76.0,61.0,7,2.0,4.0
2.2,9.0,13.0,58.0,52.0,5,3.0,2.7
3.37,19.0,18.0,79.0,45.0,7,2.0,4.0
3.16,15.0,14.0,69.0,60.0,8,2.0,4.0
2.8,12.0,13.0,64.0,47.0,7,3.0,3.3
3.37,20.0,17.0,81.0,62.0,7,2.0,4.0
2.22,9.0,11.0,66.0,46.0,9,1.0,3.0
2.23,13.0,9.0,58.0,52.0,6,2.0,3.0
3.24,13.0,12.0,59.0,67.0,7,3.0,4.0
2.26,12.0,15.0,56.0,62.0,7,3.0,3.7
3.19,18.0,15.0,80.0,66.0,8,1.0,4.0
2.34,18.0,12.0,51.0,46.0,6,4.0,3.0
3.27,17.0,15.0,73.0,62.0,7,2.0,4.0
2.1,12.0,12.0,47.0,49.0,4,2.0,3.0
3.47,20.0,19.0,90.0,61.0,8,1.0,4.0
3.63,20.0,17.0,81.0,72.0,8,2.0,4.0
2.77,15.0,12.0,63.0,42.0,8,2.0,3.3
2.14,12.0,10.0,53.0,36.0,4,2.0,2.0
3.96,20.0,20.0,90.0,70.0,8,2.0,4.0
1.85,13.0,6.0,46.0,26.0,10,3.0,2.3
2.17,14.0,9.0,44.0,51.0,6,3.0,2.7
3.6,15.0,15.0,86.0,76.0,7,1.0,4.0
2.27,11.0,10.0,57.0,46.0,10,2.0,3.0
2.64,13.0,16.0,65.0,57.0,8,2.0,3.7
2.66,13.0,12.0,56.0,42.0,4,3.0,3.0
2.38,8.0,10.0,65.0,44.0,4,3.0,2.7
2.92,14.0,11.0,74.0,59.0,9,2.0,4.0
2.68,14.0,16.0,62.0,44.0,7,3.0,3.7
2.42,12.0,12.0,70.0,36.0,8,1.0,3.0
2.47,9.0,10.0,60.0,41.0,6,3.0,2.7
3.65,19.0,17.0,91.0,77.0,7,1.0,4.0
2.16,11.0,11.0,51.0,39.0,5,3.0,2.7
3.55,16.0,15.0,76.0,60.0,8,1.0,4.0
2.8,14.0,12.0,71.0,52.0,8,3.0,3.7
2.45,13.0,14.0,63.0,39.0,7,3.0,3.7
2.83,15.0,17.0,60.0,57.0,7,3.0,3.7
2.66,15.0,15.0,68.0,47.0,8,3.0,3.7
1.32,2.0,7.0,40.0,43.0,6,4.0,2.0
2.43,15.0,16.0,70.0,60.0,8,2.0,4.0
2.53,10.0,10.0,57.0,41.0,4,1.0,3.3
0.67,7.0,6.0,40.0,31.0,4,3.0,1.0
2.78,15.0,17.0,64.0,59.0,7,2.0,4.0
2.84,14.0,11.0,62.0,48.0,8,2.0,3.3
3.18,18.0,19.0,79.0,57.0,7,3.0,4.0
2.58,15.0,14.0,62.0,38.0,8,3.0,3.3
2.12,12.0,9.0,54.0,58.0,6,4.0,3.0
3.22,12.0,16.0,69.0,59.0,7,1.0,3.7
2.05,9.0,8.0,60.0,44.0,6,2.0,2.7
2.54,11.0,14.0,60.0,37.0,10,2.0,3.0
3.22,16.0,18.0,90.0,55.0,8,2.0,4.0
2.83,14.0,15.0,62.0,48.0,9,2.0,4.0
1.91,14.0,10.0,60.0,49.0,9,1.0,3.7
3.02,14.0,17.0,69.0,33.0,8,3.0,3.7
3.19,13.0,13.0,81.0,61.0,8,2.0,4.0
3.26,12.0,15.0,75.0,49.0,8,2.0,3.7
3.53,18.0,17.0,84.0,60.0,9,2.0,4.0
2.72,11.0,14.0,59.0,48.0,9,4.0,3.7
2.95,10.0,14.0,71.0,31.0,7,2.0,3.3
2.44,12.0,11.0,50.0,40.0,6,2.0,2.3
3.49,17.0,20.0,89.0,64.0,9,1.0,4.0
2.6,16.0,11.0,58.0,63.0,8,3.0,3.7
1.58,12.0,14.0,52.0,43.0,5,3.0,2.7
2.25,11.0,9.0,54.0,34.0,4,3.0,2.0
3.14,17.0,17.0,81.0,62.0,7,2.0,4.0
1.96,12.0,7.0,53.0,25.0,6,4.0,2.3
2.33,9.0,13.0,60.0,57.0,6,2.0,3.3
2.72,14.0,10.0,71.0,60.0,9,1.0,3.7
2.24,10.0,10.0,44.0,31.0,4,3.0,2.3
3.78,14.0,19.0,89.0,65.0,7,2.0,4.0
2.89,12.0,14.0,73.0,45.0,7,1.0,3.3
2.44,11.0,11.0,60.0,31.0,5,3.0,2.7
2.62,16.0,12.0,68.0,56.0,8,4.0,3.3
2.33,10.0,12.0,59.0,39.0,7,4.0,2.7
2.37,12.0,9.0,52.0,29.0,5,3.0,2.7
3.12,15.0,14.0,72.0,69.0,8,1.0,4.0
2.84,14.0,11.0,72.0,47.0,9,3.0,3.0
2.74,16.0,10.0,61.0,43.0,8,4.0,3.7
1.93,11.0,6.0,52.0,34.0,10,2.0,2.0
2.58,14.0,14.0,69.0,55.0,7,2.0,3.7
2.09,12.0,10.0,51.0,44.0,6,2.0,2.7
2.75,14.0,11.0,73.0,51.0,9,3.0,4.0
3.23,14.0,16.0,74.0,50.0,7,1.0,4.0
1.01,7.0,7.0,40.0,29.0,5,3.0,1.0
1.6,11.0,8.0,44.0,39.0,4,1.0,2.3
3.13,14.0,17.0,80.0,66.0,7,1.0,4.0
2.71,14.0,10.0,72.0,37.0,7,5.0,3.0
2.44,10.0,10.0,58.0,29.0,5,3.0,2.3
2.07,11.0,7.0,48.0,36.0,5,2.0,2.7
2.71,11.0,13.0,72.0,49.0,8,2.0,3.7
2.22,8.0,10.0,53.0,34.0,10,2.0,2.3
2.79,11.0,16.0,67.0,71.0,8,2.0,4.0
1.92,6.0,9.0,62.0,34.0,6,2.0,2.0
2.38,15.0,15.0,62.0,51.0,9,3.0,3.3
3.79,19.0,16.0,89.0,73.0,8,1.0,4.0
2.71,12.0,14.0,57.0,45.0,6,3.0,3.0
2.88,11.0,13.0,72.0,32.0,8,3.0,3.3
3.02,13.0,13.0,68.0,46.0,9,3.0,3.7
3.0,14.0,13.0,68.0,49.0,8,1.0,3.7
1.53,7.0,9.0,47.0,53.0,6,3.0,2.3
2.53,14.0,13.0,64.0,32.0,8,3.0,3.3
2.31,8.0,11.0,64.0,37.0,5,2.0,2.7
2.41,14.0,13.0,61.0,66.0,7,2.0,3.7
2.21,16.0,14.0,62.0,53.0,7,3.0,4.0
2.63,16.0,14.0,70.0,40.0,9,2.0,4.0
1.91,6.0,11.0,51.0,50.0,10,2.0,2.7
2.49,8.0,11.0,56.0,38.0,7,4.0,3.3
3.75,15.0,19.0,77.0,80.0,9,2.0,4.0
3.06,17.0,12.0,74.0,55.0,8,2.0,4.0
2.62,8.0,14.0,73.0,37.0,8,2.0,2.7
3.34,13.0,17.0,82.0,60.0,9,1.0,4.0
2.17,12.0,11.0,52.0,32.0,6,3.0,3.0
3.29,13.0,18.0,92.0,80.0,7,1.0,4.0
3.04,11.0,12.0,61.0,33.0,7,2.0,3.0
1.42,6.0,8.0,40.0,31.0,6,4.0,1.7
2.28,9.0,10.0,55.0,44.0,4,3.0,2.7
2.63,18.0,15.0,59.0,56.0,8,4.0,3.7
3.06,16.0,17.0,64.0,57.0,7,2.0,4.0
1.98,8.0,11.0,53.0,45.0,10,1.0,2.3
2.86,15.0,15.0,76.0,59.0,9,1.0,4.0
2.78,15.0,16.0,71.0,40.0,7,3.0,4.0
1.81,10.0,13.0,51.0,45.0,5,2.0,3.0
3.16,12.0,14.0,72.0,25.0,7,1.0,3.3
2.01,8.0,7.0,45.0,48.0,5,4.0,2.0
1.34,5.0,9.0,40.0,19.0,5,3.0,1.7
3.67,18.0,19.0,88.0,79.0,9,2.0,4.0
3.16,13.0,15.0,69.0,62.0,7,2.0,4.0
3.37,15.0,15.0,90.0,72.0,8,1.0,4.0
2.15,11.0,14.0,60.0,48.0,4,4.0,3.0
2.81,14.0,13.0,74.0,62.0,8,3.0,4.0
2.67,14.0,15.0,74.0,58.0,7,2.0,3.7
3.13,14.0,15.0,75.0,58.0,8,1.0,4.0
2.62,12.0,13.0,52.0,28.0,5,5.0,3.0
2.2,8.0,8.0,58.0,46.0,6,4.0,2.3
2.65,8.0,14.0,67.0,28.0,6,4.0,3.0
1.54,7.0,7.0,42.0,24.0,6,3.0,1.7
2.91,12.0,15.0,67.0,21.0,9,2.0,3.0
2.86,19.0,14.0,74.0,35.0,9,3.0,4.0
3.36,16.0,18.0,78.0,53.0,7,1.0,4.0
2.88,11.0,13.0,80.0,80.0,7,2.0,4.0
3.6,16.0,14.0,82.0,65.0,8,2.0,4.0
2.71,11.0,9.0,69.0,63.0,7,3.0,3.3
3.46,18.0,19.0,91.0,70.0,7,2.0,4.0
1.96,11.0,12.0,60.0,56.0,6,3.0,3.0
2.5,8.0,13.0,51.0,54.0,6,4.0,2.7
1.96,7.0,12.0,54.0,36.0,5,3.0,2.7
3.87,20.0,19.0,87.0,80.0,7,2.0,4.0
2.78,13.0,16.0,75.0,62.0,8,3.0,4.0
2.67,15.0,13.0,72.0,40.0,8,4.0,3.7
3.24,16.0,18.0,83.0,53.0,7,2.0,4.0
3.57,16.0,17.0,94.0,60.0,8,2.0,4.0
2.03,8.0,10.0,72.0,32.0,6,3.0,2.3
3.9,20.0,16.0,90.0,80.0,8,1.0,4.0
3.0,16.0,18.0,83.0,60.0,7,3.0,4.0
3.65,20.0,19.0,79.0,57.0,8,2.0,4.0
2.44,11.0,9.0,53.0,46.0,4,3.0,3.0
2.5,12.0,13.0,66.0,33.0,6,3.0,3.0
3.19,13.0,11.0,85.0,66.0,8,1.0,4.0
1.53,8.0,8.0,49.0,39.0,5,3.0,2.3
2.19,9.0,10.0,53.0,47.0,6,3.0,2.7
1.36,6.0,7.0,40.0,10.0,6,4.0,1.0
2.51,13.0,15.0,63.0,56.0,8,3.0,4.0
2.25,12.0,10.0,65.0,47.0,8,3.0,3.3
2.79,13.0,15.0,73.0,65.0,8,3.0,3.7
2.95,12.0,13.0,82.0,41.0,8,1.0,3.3
2.24,15.0,14.0,70.0,40.0,7,4.0,3.7
2.17,7.0,9.0,45.0,43.0,5,3.0,2.3
2.22,11.0,10.0,46.0,39.0,5,3.0,3.0
2.35,12.0,10.0,65.0,44.0,9,3.0,3.0
2.63,15.0,12.0,78.0,58.0,8,2.0,4.0
2.61,13.0,14.0,68.0,74.0,8,4.0,3.7
2.44,13.0,11.0,54.0,45.0,9,2.0,3.0
3.41,17.0,15.0,80.0,64.0,8,1.0,4.0
2.84,13.0,16.0,53.0,67.0,7,1.0,3.7
2.08,12.0,12.0,43.0,32.0,5,4.0,2.3
1.67,9.0,9.0,46.0,39.0,10,2.0,2.3
2.43,13.0,12.0,58.0,55.0,6,2.0,3.3
2.8,13.0,19.0,77.0,52.0,7,1.0,4.0
3.12,13.0,18.0,71.0,62.0,7,2.0,4.0
2.56,9.0,12.0,65.0,23.0,4,3.0,3.0
2.46,10.0,13.0,59.0,46.0,6,2.0,2.7
3.21,17.0,16.0,79.0,47.0,8,3.0,4.0
3.67,18.0,18.0,90.0,78.0,8,1.0,4.0
2.78,9.0,9.0,59.0,54.0,8,2.0,3.0
2.39,14.0,14.0,73.0,56.0,8,4.0,3.7
3.09,13.0,13.0,69.0,58.0,9,3.0,3.7
1.39,7.0,11.0,40.0,21.0,10,4.0,2.0
2.76,18.0,16.0,69.0,48.0,7,2.0,4.0
2.81,18.0,13.0,76.0,50.0,7,2.0,4.0
2.28,12.0,12.0,58.0,28.0,6,3.0,3.0
2.11,13.0,14.0,68.0,44.0,8,2.0,3.7
2.32,14.0,14.0,57.0,52.0,4,4.0,3.3
2.09,9.0,10.0,40.0,31.0,5,4.0,2.0
2.05,8.0,7.0,47.0,33.0,6,2.0,1.7
2.39,14.0,15.0,65.0,67.0,7,2.0,4.0
2.49,13.0,12.0,63.0,33.0,8,2.0,2.7
3.04,18.0,16.0,78.0,58.0,9,2.0,4.0
2.12,12.0,11.0,50.0,28.0,6,4.0,2.7
2.17,15.0,12.0,66.0,33.0,5,3.0,3.3
2.19,12.0,14.0,65.0,54.0,9,3.0,3.7
2.6,14.0,14.0,74.0,46.0,7,3.0,3.7
3.73,19.0,17.0,100.0,63.0,8,2.0,4.0
2.86,18.0,12.0,78.0,56.0,8,2.0,4.0
2.38,11.0,14.0,65.0,55.0,9,5.0,3.3
3.63,16.0,20.0,86.0,58.0,9,3.0,4.0
2.12,12.0,12.0,51.0,24.0,6,4.0,2.7
3.33,19.0,15.0,77.0,40.0,9,2.0,4.0
2.66,15.0,14.0,72.0,52.0,7,2.0,4.0
2.62,15.0,14.0,61.0,35.0,7,2.0,3.3
1.98,11.0,8.0,42.0,16.0,6,3.0,2.3
3.32,15.0,18.0,75.0,51.0,7,2.0,4.0
1.61,7.0,4.0,40.0,23.0,6,4.0,1.3
2.4,13.0,17.0,59.0,43.0,7,4.0,3.7
2.06,13.0,11.0,59.0,39.0,10,2.0,3.0
2.86,13.0,15.0,66.0,72.0,7,1.0,4.0
1.69,9.0,10.0,62.0,42.0,5,2.0,2.7
2.19,13.0,13.0,53.0,67.0,4,1.0,3.3
3.12,18.0,17.0,82.0,51.0,8,2.0,4.0
3.84,20.0,18.0,93.0,66.0,7,1.0,4.0
2.89,16.0,15.0,77.0,64.0,9,2.0,4.0
2.27,11.0,7.0,63.0,49.0,6,2.0,2.7
2.54,15.0,12.0,65.0,66.0,8,1.0,3.3
3.07,15.0,17.0,76.0,49.0,7,1.0,4.0
3.64,16.0,15.0,87.0,77.0,8,1.0,4.0
3.86,19.0,19.0,92.0,66.0,7,1.0,4.0
3.65,20.0,18.0,83.0,80.0,9,1.0,4.0
3.87,19.0,17.0,95.0,52.0,7,2.0,4.0
3.14,15.0,15.0,79.0,80.0,8,2.0,4.0
2.84,12.0,15.0,77.0,43.0,7,4.0,3.3
3.09,13.0,16.0,74.0,55.0,8,3.0,4.0
3.48,15.0,18.0,80.0,80.0,8,2.0,4.0
2.71,12.0,12.0,66.0,57.0,8,2.0,3.7
1.9,9.0,11.0,49.0,32.0,10,3.0,2.3
2.94,16.0,14.0,78.0,68.0,9,1.0,4.0
3.75,18.0,16.0,100.0,73.0,8,1.0,4.0
2.66,16.0,18.0,83.0,47.0,7,2.0,4.0
3.52,20.0,19.0,90.0,56.0,9,1.0,4.0
2.75,13.0,12.0,65.0,57.0,7,2.0,3.3
2.66,13.0,12.0,57.0,45.0,8,4.0,3.7
2.84,15.0,15.0,81.0,75.0,7,2.0,4.0
2.37,13.0,13.0,57.0,27.0,9,4.0,3.0
1.11,9.0,7.0,40.0,16.0,10,5.0,1.3
2.7,14.0,12.0,76.0,39.0,8,1.0,3.7
1.51,6.0,6.0,40.0,38.0,4,3.0,1.3
2.35,15.0,11.0,61.0,45.0,4,3.0,3.0
3.19,17.0,18.0,74.0,54.0,9,2.0,4.0
2.64,14.0,11.0,66.0,52.0,5,2.0,3.7
1.84,10.0,11.0,51.0,42.0,5,3.0,2.7
2.56,9.0,13.0,61.0,66.0,7,2.0,3.7
3.36,12.0,10.0,71.0,53.0,7,2.0,3.3
2.44,14.0,10.0,55.0,47.0,6,3.0,3.0
3.83,20.0,20.0,100.0,80.0,9,1.0,4.0
3.14,17.0,17.0,80.0,51.0,9,1.0,4.0
3.14,20.0,20.0,82.0,58.0,9,3.0,4.0
2.54,14.0,9.0,56.0,46.0,9,3.0,3.3
3.0,12.0,11.0,67.0,50.0,8,2.0,3.3
1.1,10.0,9.0,40.0,28.0,6,2.0,2.0
3.09,16.0,16.0,72.0,52.0,7,4.0,3.7
2.31,9.0,9.0,58.0,52.0,4,2.0,2.7
2.43,11.0,8.0,51.0,44.0,6,3.0,2.3
2.87,14.0,11.0,63.0,39.0,9,3.0,3.0
2.82,13.0,13.0,58.0,43.0,7,3.0,3.3
2.12,13.0,10.0,50.0,55.0,10,2.0,3.3
3.07,11.0,17.0,70.0,45.0,7,1.0,3.7
2.24,15.0,11.0,54.0,52.0,6,2.0,3.0
3.38,15.0,20.0,86.0,50.0,8,3.0,4.0
2.4,14.0,12.0,53.0,47.0,6,2.0,3.3
1.64,12.0,11.0,40.0,38.0,10,2.0,2.7
2.5,14.0,14.0,68.0,53.0,8,2.0,3.7
3.35,16.0,16.0,72.0,59.0,7,2.0,4.0
2.57,10.0,10.0,60.0,55.0,6,3.0,3.0
2.51,14.0,15.0,60.0,59.0,5,4.0,3.7
1.02,5.0,2.0,40.0,18.0,4,5.0,0.0
2.82,17.0,11.0,73.0,58.0,8,1.0,4.0
2.94,17.0,16.0,81.0,41.0,7,2.0,4.0
2.96,10.0,15.0,63.0,54.0,7,2.0,3.7
2.33,18.0,11.0,64.0,46.0,9,3.0,3.7
2.64,15.0,13.0,53.0,44.0,4,4.0,3.3
2.48,13.0,14.0,58.0,64.0,7,4.0,3.3
1.67,6.0,8.0,40.0,25.0,6,4.0,1.7
2.61,12.0,10.0,77.0,43.0,7,2.0,3.3
2.01,11.0,8.0,45.0,40.0,10,4.0,2.3
1.88,12.0,12.0,50.0,42.0,10,3.0,2.3
3.7,20.0,12.0,96.0,76.0,8,2.0,4.0
3.6,20.0,20.0,96.0,63.0,9,1.0,4.0
2.16,7.0,7.0,60.0,37.0,6,1.0,2.3
2.25,10.0,15.0,66.0,57.0,5,2.0,3.7
3.89,17.0,18.0,80.0,71.0,8,1.0,4.0
3.15,18.0,20.0,89.0,69.0,7,1.0,4.0
1.8,12.0,12.0,44.0,43.0,5,3.0,2.7
3.44,16.0,18.0,90.0,62.0,9,3.0,4.0
3.51,16.0,14.0,82.0,52.0,7,3.0,4.0
2.61,13.0,13.0,67.0,32.0,9,3.0,3.3
3.51,13.0,13.0,71.0,60.0,8,2.0,4.0
3.65,19.0,19.0,91.0,56.0,9,1.0,4.0
1.72,11.0,12.0,60.0,44.0,10,2.0,3.0
3.04,16.0,11.0,89.0,68.0,8,1.0,4.0
2.76,15.0,14.0,61.0,48.0,8,2.0,3.7
1.58,6.0,7.0,40.0,25.0,5,3.0,1.7
2.58,11.0,13.0,62.0,64.0,8,2.0,3.7
1.85,9.0,10.0,47.0,41.0,10,3.0,2.7
3.17,17.0,19.0,91.0,80.0,8,1.0,4.0
2.44,12.0,9.0,61.0,34.0,5,4.0,2.3
2.9,11.0,13.0,62.0,63.0,8,2.0,3.3
2.61,9.0,13.0,62.0,54.0,7,2.0,3.3
2.08,14.0,13.0,65.0,34.0,6,1.0,3.0
1.39,5.0,8.0,40.0,19.0,10,4.0,1.3
2.94,13.0,15.0,75.0,55.0,7,3.0,4.0
2.86,16.0,14.0,70.0,45.0,7,2.0,4.0
3.62,16.0,19.0,74.0,51.0,8,2.0,4.0
2.61,10.0,7.0,47.0,44.0,4,3.0,2.3
2.83,15.0,14.0,78.0,67.0,8,2.0,4.0
2.76,18.0,17.0,72.0,72.0,7,2.0,4.0
1.5,10.0,5.0,48.0,29.0,10,2.0,2.0
2.42,7.0,8.0,45.0,38.0,6,3.0,2.3
3.18,13.0,18.0,87.0,59.0,8,2.0,4.0
3.15,17.0,16.0,72.0,68.0,7,3.0,4.0
2.89,16.0,20.0,82.0,63.0,8,2.0,4.0
1.34,5.0,6.0,40.0,14.0,5,4.0,1.0
1.26,5.0,0.0,40.0,28.0,6,3.0,1.0
2.17,10.0,13.0,68.0,56.0,6,3.0,3.0
4.0,18.0,15.0,100.0,69.0,8,1.0,4.0
2.74,16.0,18.0,65.0,42.0,7,4.0,4.0
2.45,10.0,12.0,58.0,45.0,5,3.0,2.7
3.88,17.0,20.0,99.0,80.0,8,1.0,4.0
2.33,14.0,10.0,65.0,62.0,9,3.0,4.0
1.34,8.0,7.0,45.0,30.0,5,2.0,2.0
2.24,12.0,11.0,61.0,34.0,10,2.0,3.0
1.59,9.0,9.0,40.0,28.0,6,3.0,2.0
3.42,12.0,16.0,79.0,55.0,9,1.0,4.0
3.47,16.0,14.0,97.0,56.0,9,3.0,4.0
3.04,16.0,12.0,71.0,59.0,7,2.0,4.0
2.67,11.0,13.0,72.0,44.0,7,3.0,3.3
2.76,12.0,17.0,76.0,56.0,9,2.0,4.0
2.09,8.0,12.0,55.0,29.0,10,3.0,2.3
2.97,14.0,17.0,77.0,42.0,9,2.0,4.0
2.77,12.0,11.0,64.0,42.0,9,3.0,3.0
3.23,14.0,15.0,84.0,80.0,8,1.0,4.0
2.63,13.0,13.0,67.0,48.0,7,3.0,3.0
2.08,12.0,12.0,55.0,40.0,5,2.0,3.3
2.3,14.0,8.0,47.0,43.0,5,3.0,3.0
3.59,17.0,17.0,98.0,71.0,8,2.0,4.0
1.93,8.0,9.0,40.0,32.0,6,2.0,2.3
3.36,13.0,19.0,82.0,53.0,8,3.0,4.0
2.01,12.0,12.0,64.0,38.0,4,3.0,2.7
2.31,12.0,13.0,61.0,52.0,5,1.0,3.3
1.81,10.0,7.0,47.0,41.0,6,2.0,2.3
3.32,18.0,19.0,83.0,75.0,7,2.0,4.0
2.22,12.0,9.0,48.0,57.0,5,2.0,2.7
2.64,14.0,12.0,66.0,54.0,7,2.0,3.7
2.61,12.0,15.0,65.0,51.0,8,2.0,3.3
2.32,12.0,9.0,58.0,31.0,10,4.0,2.7
2.73,12.0,13.0,54.0,33.0,8,2.0,3.0
3.95,19.0,20.0,86.0,65.0,8,1.0,4.0
2.45,8.0,9.0,65.0,43.0,5,4.0,2.3
1.04,5.0,6.0,40.0,25.0,6,4.0,1.0
1.95,8.0,9.0,55.0,27.0,6,1.0,2.0
3.76,16.0,15.0,87.0,70.0,9,3.0,4.0
3.01,14.0,17.0,69.0,59.0,8,4.0,4.0
2.26,11.0,10.0,67.0,36.0,6,2.0,2.3
2.31,10.0,11.0,45.0,31.0,6,3.0,2.7
3.3,18.0,20.0,90.0,61.0,8,1.0,4.0
2.42,11.0,9.0,63.0,53.0,7,3.0,3.0
2.77,15.0,15.0,77.0,59.0,9,1.0,4.0
2.37,13.0,13.0,56.0,41.0,7,2.0,3.3
2.3,12.0,12.0,70.0,57.0,7,2.0,3.3
1.99,12.0,10.0,62.0,58.0,9,3.0,3.0
3.34,15.0,17.0,77.0,62.0,9,2.0,4.0
2.91,17.0,17.0,80.0,65.0,7,2.0,4.0
2.8,15.0,16.0,69.0,56.0,8,2.0,4.0
2.62,12.0,11.0,73.0,54.0,7,2.0,3.7
3.23,13.0,10.0,70.0,52.0,7,1.0,3.3
2.51,15.0,12.0,70.0,43.0,7,2.0,3.3
2.96,11.0,13.0,58.0,57.0,7,3.0,3.3
3.02,19.0,13.0,80.0,80.0,9,1.0,4.0
2.12,12.0,9.0,49.0,34.0,4,4.0,2.3
2.54,12.0,11.0,61.0,35.0,6,2.0,3.0
3.53,19.0,14.0,80.0,65.0,8,1.0,4.0
2.45,18.0,13.0,62.0,38.0,8,4.0,3.7
2.47,12.0,9.0,62.0,34.0,8,2.0,3.0
2.43,15.0,14.0,71.0,66.0,9,2.0,4.0
3.49,17.0,15.0,91.0,57.0,7,2.0,4.0
2.08,11.0,12.0,47.0,54.0,5,3.0,2.7
1.81,10.0,9.0,46.0,30.0,6,5.0,2.3
2.85,13.0,15.0,59.0,45.0,7,3.0,3.7
2.12,9.0,9.0,48.0,55.0,5,3.0,3.0
2.59,12.0,10.0,65.0,66.0,9,3.0,3.7
1.3,5.0,2.0,40.0,20.0,5,3.0,0.0
2.16,10.0,10.0,53.0,29.0,4,2.0,2.3
2.86,10.0,11.0,77.0,44.0,8,3.0,3.3
2.0,11.0,9.0,55.0,45.0,5,3.0,2.7
2.4,13.0,13.0,56.0,56.0,10,1.0,3.0
2.67,15.0,15.0,79.0,56.0,7,2.0,4.0
2.74,14.0,14.0,69.0,53.0,9,3.0,3.7
1.06,6.0,5.0,40.0,10.0,6,3.0,0.0
3.0,17.0,14.0,68.0,60.0,8,2.0,4.0
